column,beta
Cement,7.388395417271671
Blast,-3.1432222227502025
Fly,-0.5075840843385989
Water,-0.029601819371393053
Superplasticizer,8.363843202538964
Coarse,8.76366909417088
Fine,-4.320351812756259
Age,11.338166846961823
intercept,25.468509690835816
